model,mode,video_id,title,topic,subtopic,query_source,pool_scope,candidate_pool_size,top5,top5_with_scores,gold_keywords,vlm_order,ndcg_at_5,weighted_precision_at_5
glove,summary_shortlist,LVLuqNH5iWw,Local Extrema of a Multivariable Function,Differentiation,Extrema and Concavity,title+summary_in_summary_shortlist,summary_shortlist:59,59,"Critical point, Second derivative test, Local maximum, Local minimum, Saddle point",1. Critical point (0.913); 2. Second derivative test (0.912); 3. Local maximum (0.910); 4. Local minimum (0.898); 5. Saddle point (0.793),"Critical point, Hessian matrix, Local maximum, Local minimum, Saddle point, Second derivative test, Unconstrained optimization, Maximum, Minimum, Optimization, Stationary point","Local maximum, Local minimum, Second derivative test, Critical point, Saddle point",1.0,1.0
glove,summary_shortlist,vwUV2IDLP8Q,Constrained Optimization,Optimization,Constrained Optimization,title+summary_in_summary_shortlist,summary_shortlist:55,55,"Feasible set, Constrained optimization, Optimization, Maximum, Lagrange multipliers",1. Feasible set (0.868); 2. Constrained optimization (0.843); 3. Optimization (0.808); 4. Maximum (0.806); 5. Lagrange multipliers (0.659),"Constrained optimization, Lagrange multipliers, Maximum, Optimization, Critical point, Feasible set, Maximizer, Optimal solution, Stationary point, Tangent line","Constrained optimization, Optimization, Lagrange multipliers, Feasible set, Maximum",0.9275,0.9333
glove,summary_shortlist,kv8pMEALdWo,Introduction to Kuhn-Tucker Conditions,Optimization,Constrained Optimization,title+summary_in_summary_shortlist,summary_shortlist:54,54,"KKT conditions, Optimal solution, Constrained optimization, Optimization, Lagrange multipliers",1. KKT conditions (0.904); 2. Optimal solution (0.864); 3. Constrained optimization (0.797); 4. Optimization (0.767); 5. Lagrange multipliers (0.612),"Constrained optimization, KKT conditions, Optimal solution, Optimization, Feasible set, Global optimum, Lagrange multipliers, Maximizer, Maximum, Minimizer, Minimum","Constrained optimization, Optimization, KKT conditions, Optimal solution, Lagrange multipliers",1.0,0.9333
glove,summary_shortlist,QqAPCIIdx-E,Derivative using Chain and Product Rules,Differentiation,Derivative Rules,title+summary_in_summary_shortlist,summary_shortlist:61,61,"Product rule, Chain rule, Power rule, Trigonometric rules, Trigonometric functions",1. Product rule (0.932); 2. Chain rule (0.903); 3. Power rule (0.888); 4. Trigonometric rules (0.752); 5. Trigonometric functions (0.716),"Chain rule, Derivative definition, Power rule, Product rule, Differentiability, Instantaneous rate of change, Leibniz notation, Slope, Sum/Difference rule","Chain rule, Product rule, Power rule, Trigonometric rules, Trigonometric functions",0.7558,0.6
glove,summary_shortlist,QhB481jPAa4,Differentiation of y = cos(ax),Differentiation,Derivative Rules,title+summary_in_summary_shortlist,summary_shortlist:59,59,"Product rule, Chain rule, Power rule, Trigonometric rules, Trigonometric functions",1. Product rule (0.935); 2. Chain rule (0.912); 3. Power rule (0.877); 4. Trigonometric rules (0.790); 5. Trigonometric functions (0.744),"Chain rule, Product rule, Trigonometric functions, Trigonometric rules, Constant rule, Leibniz notation, Power rule","Chain rule, Trigonometric rules, Product rule, Trigonometric functions, Power rule",0.9866,0.9333
glove,summary_shortlist,JTDa2uZS2gI,Calculating Partial Derivatives,Differentiation,Partial Derivatives,title+summary_in_summary_shortlist,summary_shortlist:60,60,"Derivative definition, Constant rule, Chain rule, Power rule, Trigonometric rules",1. Derivative definition (0.946); 2. Constant rule (0.926); 3. Chain rule (0.907); 4. Power rule (0.879); 5. Trigonometric rules (0.859),"Constant rule, Derivative definition, Power rule, Product rule, Quotient rule, Sum/Difference rule, Chain rule, Differentiability, Higher-order derivatives, Instantaneous rate of change, Leibniz notation, Slope","Chain rule, Constant rule, Derivative definition, Trigonometric rules, Power rule",0.8123,0.7333
glove,summary_shortlist,TDHI-aieyfk,Derivatives of Common Functions,Differentiation,Derivatives,title+summary_in_summary_shortlist,summary_shortlist:61,61,"Exponential rule, Trigonometric rules, Logarithmic rule, Tangent line, Slope",1. Exponential rule (0.912); 2. Trigonometric rules (0.905); 3. Logarithmic rule (0.871); 4. Tangent line (0.847); 5. Slope (0.736),"Exponential rule, Logarithmic rule, Trigonometric functions, Trigonometric rules, Differentiability, Instantaneous rate of change, Leibniz notation, Slope, Tangent line","Trigonometric rules, Exponential rule, Logarithmic rule, Tangent line, Slope",0.9491,0.8667
glove,summary_shortlist,uKfcS7-O6UE,Quotient Rule for Differentiation,Differentiation,Derivatives,title+summary_in_summary_shortlist,summary_shortlist:60,60,"Constant rule, Sum/Difference rule, Power rule, Quotient rule, Leibniz notation",1. Constant rule (0.914); 2. Sum/Difference rule (0.909); 3. Power rule (0.903); 4. Quotient rule (0.866); 5. Leibniz notation (0.691),"Derivative definition, Differentiability, Quotient rule, Chain rule, Instantaneous rate of change, Power rule, Product rule, Slope, Sum/Difference rule","Quotient rule, Constant rule, Power rule, Sum/Difference rule, Leibniz notation",0.4909,0.5333
glove,summary_shortlist_fusion,KTNcYYHuBTY,Powers of the Imaginary Unit i,Complex Numbers,Complex Powers and Roots,summary_shortlist+late_fusion,summary_shortlist:43,43,"Powers of i, Powers of complex numbers, Imaginary part, Operations with complex numbers, Nth root",1. Powers of i (1.000); 2. Powers of complex numbers (0.950); 3. Imaginary part (0.906); 4. Operations with complex numbers (0.874); 5. Nth root (0.629),"Powers of i, Roots of unity, Complex plane, Complex plane rotation, Imaginary part, Modulus of a complex number, Operations with complex numbers, Powers of complex numbers, Real part, Rectangular form (Standard form)","Powers of i, Powers of complex numbers, Imaginary part, Operations with complex numbers, Nth root",0.8134,0.6
glove,summary_shortlist_fusion,BZxZ_eEuJBM,Complex Conjugates,Complex Numbers,Complex Arithmetic,summary_shortlist+late_fusion,summary_shortlist:39,39,"Operations with complex numbers, Conjugate number, Real part, Imaginary part, Argand diagram",1. Operations with complex numbers (0.871); 2. Conjugate number (0.804); 3. Real part (0.673); 4. Imaginary part (0.654); 5. Argand diagram (0.516),"Conjugate number, Imaginary part, Operations with complex numbers, Real part, Rectangular form (Standard form), Algebraic form, Argand diagram, Complex plane, Equations involving complex numbers","Operations with complex numbers, Imaginary part, Conjugate number, Real part, Argand diagram",0.9563,0.9333
glove,summary_shortlist_fusion,kpywdu1afas,Introduction to Complex Numbers,Complex Numbers,Complex Plane and Loci,summary_shortlist+late_fusion,summary_shortlist:39,39,"Operations with complex numbers, Real part, Complex plane, Powers of i, Imaginary part",1. Operations with complex numbers (0.991); 2. Real part (0.877); 3. Complex plane (0.869); 4. Powers of i (0.866); 5. Imaginary part (0.840),"Algebraic form, Argand diagram, Complex plane, Imaginary part, Real part, Rectangular form (Standard form), Conjugate number, Modulus of a complex number, Nth root, Powers of i","Imaginary part, Operations with complex numbers, Complex plane, Powers of i, Real part",0.7252,0.8
glove,summary_shortlist_fusion,KeYfQ8Em9BU,Regions in the complex plane,Complex Numbers,Complex Plane and Loci,summary_shortlist+late_fusion,summary_shortlist:40,40,"Regions in the complex plane, Complex plane, Real part, Imaginary part, Rectangular form (Standard form)",1. Regions in the complex plane (1.000); 2. Complex plane (0.894); 3. Real part (0.841); 4. Imaginary part (0.789); 5. Rectangular form (Standard form) (0.758),"Argand diagram, Complex plane, Imaginary part, Real part, Regions in the complex plane, Algebraic form, Equations involving complex numbers, Modulus of a complex number, Rectangular form (Standard form)","Regions in the complex plane, Complex plane, Imaginary part, Real part, Rectangular form (Standard form)",0.9563,0.9333
glove,summary_shortlist_fusion,AqtgBbEI4wM,Sketching the Locus of Complex Numbers,Complex Numbers,Complex Plane and Loci,summary_shortlist+late_fusion,summary_shortlist:42,42,"Modulus of a complex number, Regions in the complex plane, Equations involving complex numbers, Algebraic form, Argand diagram",1. Modulus of a complex number (0.960); 2. Regions in the complex plane (0.951); 3. Equations involving complex numbers (0.930); 4. Algebraic form (0.761); 5. Argand diagram (0.524),"Argand diagram, Complex plane, Equations involving complex numbers, Modulus of a complex number, Regions in the complex plane, Algebraic form, Imaginary part, Operations with complex numbers, Real part, Rectangular form (Standard form)","Equations involving complex numbers, Regions in the complex plane, Modulus of a complex number, Argand diagram, Algebraic form",0.9513,0.9333
glove,summary_shortlist_fusion,G8GAsYkZlpE,Second Derivative Test for Relative Extrema,Differentiation,Extrema and Concavity,summary_shortlist+late_fusion,summary_shortlist:59,59,"Second derivative test, Local maximum, Critical point, Local minimum, Concavity",1. Second derivative test (1.000); 2. Local maximum (0.850); 3. Critical point (0.844); 4. Local minimum (0.833); 5. Concavity (0.563),"Critical point, Local maximum, Local minimum, Second derivative test, Concavity, First derivative test, Higher-order derivatives, Optimization, Stationary point, Unconstrained optimization","Second derivative test, Local maximum, Local minimum, Critical point, Concavity",1.0,0.9333
glove,summary_shortlist_fusion,8mjcnxGMwFo,Lagrange Multipliers,Optimization,Constrained Optimization,summary_shortlist+late_fusion,summary_shortlist:56,56,"Lagrange multipliers, Constrained optimization, Optimization, Maximum, Minimum",1. Lagrange multipliers (1.000); 2. Constrained optimization (0.731); 3. Optimization (0.722); 4. Maximum (0.633); 5. Minimum (0.621),"Constrained optimization, Lagrange multipliers, Optimization, Critical point, Feasible set, Maximum, Minimum, Optimal solution, Stationary point","Lagrange multipliers, Constrained optimization, Optimization, Minimum, Maximum",1.0,0.8667
glove,summary_shortlist_fusion,LVLuqNH5iWw,Local Extrema of a Multivariable Function,Differentiation,Extrema and Concavity,summary_shortlist+late_fusion,summary_shortlist:59,59,"Local maximum, Local minimum, Second derivative test, Critical point, Saddle point",1. Local maximum (0.947); 2. Local minimum (0.936); 3. Second derivative test (0.885); 4. Critical point (0.863); 5. Saddle point (0.722),"Critical point, Hessian matrix, Local maximum, Local minimum, Saddle point, Second derivative test, Unconstrained optimization, Maximum, Minimum, Optimization, Stationary point","Local maximum, Local minimum, Second derivative test, Critical point, Saddle point",1.0,1.0
glove,summary_shortlist_fusion,vwUV2IDLP8Q,Constrained Optimization,Optimization,Constrained Optimization,summary_shortlist+late_fusion,summary_shortlist:55,55,"Constrained optimization, Optimization, Feasible set, Lagrange multipliers, Maximum",1. Constrained optimization (1.000); 2. Optimization (0.937); 3. Feasible set (0.696); 4. Lagrange multipliers (0.652); 5. Maximum (0.636),"Constrained optimization, Lagrange multipliers, Maximum, Optimization, Critical point, Feasible set, Maximizer, Optimal solution, Stationary point, Tangent line","Constrained optimization, Optimization, Lagrange multipliers, Feasible set, Maximum",0.9866,0.9333
glove,summary_shortlist_fusion,kv8pMEALdWo,Introduction to Kuhn-Tucker Conditions,Optimization,Constrained Optimization,summary_shortlist+late_fusion,summary_shortlist:54,54,"KKT conditions, Optimal solution, Constrained optimization, Optimization, Lagrange multipliers",1. KKT conditions (0.983); 2. Optimal solution (0.841); 3. Constrained optimization (0.773); 4. Optimization (0.744); 5. Lagrange multipliers (0.616),"Constrained optimization, KKT conditions, Optimal solution, Optimization, Feasible set, Global optimum, Lagrange multipliers, Maximizer, Maximum, Minimizer, Minimum","Constrained optimization, Optimization, KKT conditions, Optimal solution, Lagrange multipliers",1.0,0.9333
glove,summary_shortlist_fusion,QqAPCIIdx-E,Derivative using Chain and Product Rules,Differentiation,Derivative Rules,summary_shortlist+late_fusion,summary_shortlist:61,61,"Product rule, Chain rule, Power rule, Trigonometric rules, Trigonometric functions",1. Product rule (0.991); 2. Chain rule (0.955); 3. Power rule (0.878); 4. Trigonometric rules (0.816); 5. Trigonometric functions (0.761),"Chain rule, Derivative definition, Power rule, Product rule, Differentiability, Instantaneous rate of change, Leibniz notation, Slope, Sum/Difference rule","Chain rule, Product rule, Power rule, Trigonometric rules, Trigonometric functions",0.7558,0.6
glove,summary_shortlist_fusion,QhB481jPAa4,Differentiation of y = cos(ax),Differentiation,Derivative Rules,summary_shortlist+late_fusion,summary_shortlist:59,59,"Product rule, Trigonometric functions, Chain rule, Trigonometric rules, Power rule",1. Product rule (0.875); 2. Trigonometric functions (0.859); 3. Chain rule (0.831); 4. Trigonometric rules (0.826); 5. Power rule (0.767),"Chain rule, Product rule, Trigonometric functions, Trigonometric rules, Constant rule, Leibniz notation, Power rule","Chain rule, Trigonometric rules, Product rule, Trigonometric functions, Power rule",1.0,0.9333
